"CNPJ ENTIDADE";"NOME ENTIDADE";"NÚMERO CONVÊNIO";"ÓRGÃO CONCEDENTE";"MOTIVO DO IMPEDIMENTO"
"37285582000100";"ASSOCIACAO BRASILEIRA PARA CONSERVACAO DAS TARTARUGAS";"523699";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"09068403000147";"ASSOCIACAO BENEFICENTE DOS ENXADRISTAS E DAMISTAS DE RONDONIA";"811233";"Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"22234694000164";"CENTRO DE FORMACAO E ASSESSORIA 25 DE JULHO";"425656";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22234694000164";"CENTRO DE FORMACAO E ASSESSORIA 25 DE JULHO";"518464";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22234694000164";"CENTRO DE FORMACAO E ASSESSORIA 25 DE JULHO";"540647";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22234694000164";"CENTRO DE FORMACAO E ASSESSORIA 25 DE JULHO";"517399";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22234694000164";"CENTRO DE FORMACAO E ASSESSORIA 25 DE JULHO";"578917";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22234694000164";"CENTRO DE FORMACAO E ASSESSORIA 25 DE JULHO";"485164";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"22234694000164";"CENTRO DE FORMACAO E ASSESSORIA 25 DE JULHO";"487035";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"89325344000184";"SOCIEDADE RECREATIVA E BENEFICENTE ESTADO MAIOR DA RESTINGA";"590118";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"07494715000197";"CENTRO DE ASSISTENCIA SOCIAL NOSSA SENHORA DA PIEDADE";"748265";"Ministério do Esporte - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"05234842000121";"ASSOCIACAO BRASILEIRA DE CANTO CORAL";"524041";"Ministério da Educação - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06057461000187";"INSTITUTO CULTURAL MARTINHO DA VILA";"524233";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"21611660000189";"GUARDA DE MARUJOS SAO BENEDITO";"701943";"Ministério da Cultura - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"30121859000110";"GREMIO RECREATIVO ESCOLA DE SAMBA ACADEMICOS DA ROCINHA";"629047";"Ministério do Turismo - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"30121859000110";"GREMIO RECREATIVO ESCOLA DE SAMBA ACADEMICOS DA ROCINHA";"590433";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"05440385000121";"ASSOCIACAO DE REPOSICAO FLORESTAL DO ESTADO DO PIAUI";"660425";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"02131241000103";"SINDICATO RURAL DE FORMOSA";"593041";"Ministério do Turismo - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01606434000100";"ASSOCIACAO PRADENSE DE PROTECAO AMBIENTAL";"487428";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"00249183000183";"ASSOCIACAO COMUNITARIA DA QE 19 DO GUARA II";"577197";"Ministério do Esporte - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05291004000190";"INSTITUTO BRASILEIRO DE DESENVOLVIMENTO LOCAL";"487292";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"54848361000111";"IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRASSUNUNGA";"645343";"Ministério da Saúde - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04310136000159";"ADRI - AGENCIA DE DESENVOLVIMENTO DA REGIAO DE IRECE";"431730";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05994022000138";"UNIAO DOS TECNICOS AGRICOLAS DO ESTADO DO CEARA";"740608";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"05994022000138";"UNIAO DOS TECNICOS AGRICOLAS DO ESTADO DO CEARA";"648132";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"34599282000107";"COLONIA DE PESCADORES E PESCADORAS ARTESANAIS DE CACHOEIRA DO ARARI/ Z-40";"488693";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03304563000161";"ASSOCIACAO DOS PRODUTORES ASSENTADOS NO PROJETO DE ASSENTAMENTO PALMEIRAS";"376909";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05850326000121";"SINDICATO DOS TRABALHADORES RURAIS AGRICULTORES E AGRICULTORAS FAMILIARES DE CURRALINHO";"500442";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"03643200000150";"ASSOCIACAO DOS MORADORES E PEQUENOS PRODUTORES RURAIS DA FAZENDA SANTO ANTONIO DA FARTURA";"505780";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"07194500000150";"INSTITUTO BRASILEIRO DE PROFISSIONALIZACAO, EDUCACAO, ECOLOGIA E CULTURA";"779102";"Ministério da Cultura - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01791642000119";"INSTITUTO MANOEL NOVAES PARA O DESENVOLVIMENTO DA BACIA DO SAO FRANCISCO";"415432";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"01791642000119";"INSTITUTO MANOEL NOVAES PARA O DESENVOLVIMENTO DA BACIA DO SAO FRANCISCO";"391959";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"00629001000108";"INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS COMUNITARIAS";"601200";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00629001000108";"INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS COMUNITARIAS";"579411";"Ministério da Educação - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"21074919000108";"IMS - INSTITUTO MINEIRO DE SAUDE";"824845";"Ministério da Saúde - Unidades com vínculo direto";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"21074919000108";"IMS - INSTITUTO MINEIRO DE SAUDE";"822068";"Ministério da Saúde - Unidades com vínculo direto";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"63324750000139";"FUNDACAO DR JOSE ABEL MODESTO AMORIM";"579564";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"63324750000139";"FUNDACAO DR JOSE ABEL MODESTO AMORIM";"564047";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"63324750000139";"FUNDACAO DR JOSE ABEL MODESTO AMORIM";"579563";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"63324750000139";"FUNDACAO DR JOSE ABEL MODESTO AMORIM";"579561";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"63324750000139";"FUNDACAO DR JOSE ABEL MODESTO AMORIM";"564193";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"05506355000170";"ASSOCIACAO DE TRANSGENEROS DE TRAMANDAI";"638545";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03952160000129";"MOVIMENTO GAY DE MINAS";"576357";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03952160000129";"MOVIMENTO GAY DE MINAS";"566893";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"03952160000129";"MOVIMENTO GAY DE MINAS";"555084";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"01667808000190";"TERRASA";"394306";"Ministério da Cultura - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"03069057000135";"INSTITUTO PARA O DESENVOLVIMENTO AMBIENTAL";"561327";"Ministério da Educação - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"07681760000150";"ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE S MENDES";"540706";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"07681760000150";"ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE S MENDES";"540697";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"01587875000102";"GRUPO DE TEATRO A BRUXA TA SOLTA";"554845";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"02979247000127";"INSTITUTO DIVERSIDADE BRASIL - IDB";"448257";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04316428000107";"ASSOC DOS MINIS E PEQ PROD RURAIS DE PORTEL";"423492";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"00598061000100";"CAMPO COOPERATIVA AGRIC MISTA DOS PROD DE OEIRAS LTDA";"415959";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"63081806000171";"UNIAO DAS ASSOCIACOES DOS PEQ AGRICULTORES DE CANSANCAO";"743556";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"07805545000114";"INSTITUTO DE DESENVOLVIMENTO SUSTENTAVEL-BETEL";"751963";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"04856049000100";"VIVA COMUNIDADE";"638294";"Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04856049000100";"VIVA COMUNIDADE";"633752";"Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04856049000100";"VIVA COMUNIDADE";"633754";"Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01400420000128";"CONSELHO NACIONAL DE MULHERES INDIGENAS";"749955";"Ministério do Esporte - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"03475780000114";"INSTITUTO DE PESQUISA MATOGROSSENSE-IPEM";"479018";"Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"81505273000190";"FUNPEA-FUNDACAO DE PROJETOS E ESTUDOS AVANCADOS";"562783";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"81505273000190";"FUNPEA-FUNDACAO DE PROJETOS E ESTUDOS AVANCADOS";"577734";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"81505273000190";"FUNPEA-FUNDACAO DE PROJETOS E ESTUDOS AVANCADOS";"563207";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"10570059000179";"ORGANIZACAO RELIGIOSA AFRICANA SANTA BARBARA - NACAO XAMBA";"571832";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"06525604000138";"FUNDACAO DE ASSISTENCIA GERAL AOS DESPORTOS DO PIAUI";"303931";"Ministério do Esporte - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04203456000100";"FEDERACAO DE DANCA DO ESTADO DE SAO PAULO";"611216";"Ministério do Esporte - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04203456000100";"FEDERACAO DE DANCA DO ESTADO DE SAO PAULO";"550856";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04977238000122";"CENTRO DE REFERENCIA A DISCRIMINACAO RELIGIOSA - CRDR";"601269";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04977238000122";"CENTRO DE REFERENCIA A DISCRIMINACAO RELIGIOSA - CRDR";"573213";"Ministério das Comunicações - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"04977238000122";"CENTRO DE REFERENCIA A DISCRIMINACAO RELIGIOSA - CRDR";"576270";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03633268000159";"ASSOCIACAO DE FORMACAO E REEDUCACAO LUA NOVA";"635407";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"APRESENTOU DOCUMENTACAO COMPLEMENTAR"
"03633268000159";"ASSOCIACAO DE FORMACAO E REEDUCACAO LUA NOVA";"750575";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04857822000144";"AGENCIA REGIONAL DE COMERCIALIZACAO DO ALTO SOLIMOES";"457863";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"01591634000129";"COOPERATIVA DE PROFISSIONAIS EM EDUCACAO LTDA";"604319";"Ministério da Educação - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"06792287000116";"CENTRO DE CULTURA NEGRA DO MARANHAO";"523342";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06792287000116";"CENTRO DE CULTURA NEGRA DO MARANHAO";"523339";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06792287000116";"CENTRO DE CULTURA NEGRA DO MARANHAO";"595784";"Ministério da Igualdade Racial - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02650559000192";"MOVIMENTO D ELLAS";"707599";"Ministério das Mulheres - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"84300649000118";"CENTRAL DE ASSOC DOS PROD RUR EPITACIOLANDIA BRASILEIA";"420575";"Ministério do Meio Ambiente e Mudança do Clima - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05214023000112";"INSTITUTO DE PESQUISA AMBIENTAL - EKOS";"734396";"Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"07244718000172";"CENTRO DE EDUCACAO POPULAR ESPERANTINENSE";"546280";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"07244718000172";"CENTRO DE EDUCACAO POPULAR ESPERANTINENSE";"485140";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"07244718000172";"CENTRO DE EDUCACAO POPULAR ESPERANTINENSE";"517542";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"05780545000181";"CIEC - CENTRO DE INTEGRACAO ESPORTE E CULTURA";"718174";"Ministério do Esporte - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"05780545000181";"CIEC - CENTRO DE INTEGRACAO ESPORTE E CULTURA";"718171";"Ministério do Esporte - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05780545000181";"CIEC - CENTRO DE INTEGRACAO ESPORTE E CULTURA";"750247";"Ministério do Esporte - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"06038348000154";"ASSOCIACAO REACAO POSITIVA";"701548";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"63691695000115";"FORCA SINDICAL DO ESTADO DO AMAZONAS";"472641";"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"00806041000170";"CIA DE CULTURA";"589613";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"72223829000164";"UNIAO DAS ASSOC E COOPERATIVAS USUARIOS DO PAVILHAO 30";"487067";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06087102000172";"PROJETOS CULTURAIS T - BONE";"553606";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"00977370000183";"ASSOCIACAO DE PRESERVACAO DA CULTURA CIGANA";"610865";"Ministério da Cultura - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"00977370000183";"ASSOCIACAO DE PRESERVACAO DA CULTURA CIGANA";"481969";"Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"06303088000105";"ASSOCIACAO DE DEFESA DO MEIO AMBIENTE DE REIMER";"752258";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"06303088000105";"ASSOCIACAO DE DEFESA DO MEIO AMBIENTE DE REIMER";"622905";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"06303088000105";"ASSOCIACAO DE DEFESA DO MEIO AMBIENTE DE REIMER";"726138";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"06303088000105";"ASSOCIACAO DE DEFESA DO MEIO AMBIENTE DE REIMER";"723805";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"84522770000194";"FUNDACAO AMAZONICA DE DEFESA DA BIOSFERA";"516996";"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"84522770000194";"FUNDACAO AMAZONICA DE DEFESA DA BIOSFERA";"538357";"Ministério do Desenvolvimento, Indústria, Comércio e Serviços - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"08172494000101";"CENTRO SOCIAL E CIDADANIA";"579418";"Ministério da Educação - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01717495000137";"BAGAGEM CIA DE BONECOS";"748094";"Ministério da Cultura - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"06101859000173";"ASSOCIACAO CENTRO CINECLUBISTA DE SAO PAULO";"598149";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04353403000175";"FUNDACAO DE EMPREENDEDORES DA AMAZONIA";"417225";"Ministério da Educação - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"32613853000195";"GRUPO DE CAPOEIRA ANGOLA PELOURINHO";"526441";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04257304000190";"ORGANIZACAO TORU MA U";"412724";"Ministério da Saúde - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"03873546000145";"CENTRO DE EDUCACAO E FORMACAO DE CARAPICUIBA";"523739";"Ministério da Cultura - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04581325000166";"PIKATOTI ASSOCIACAO KAMOKO-RE";"506219";"Ministério da Saúde - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"00580977000125";"ASSOCIACAO DE MULHERES DE NEGOCIOS E PROF DO DF";"633854";"Ministério das Mulheres - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"17750969000182";"CONSELHO CENTRAL DA SOCIEDADE SAO VICENTE DE PAULO";"514467";"Ministério da Educação - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02487892000122";"COOPERATIVA AGROPECUARIA DO ASSENTAMENTO LAGOA NOVA";"531485";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03609670000106";"INSTITUTO ECO MILLENNIUM";"579295";"Ministério da Educação - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"03609670000106";"INSTITUTO ECO MILLENNIUM";"602867";"Ministério do Esporte - Unidades com vínculo direto";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03609670000106";"INSTITUTO ECO MILLENNIUM";"601056";"Ministério das Mulheres - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"03609670000106";"INSTITUTO ECO MILLENNIUM";"579262";"Ministério das Mulheres - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"59010413000108";"CASA DO CAMINHO";"497642";"Ministério da Saúde - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"06259347000130";"PROGRACA";"522801";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"23040710000140";"GRUPO DE DEFESA DA AMAZONIA";"514191";"Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01994905000197";"COOPERATIVA DOS PROFISSIONAIS LIBERAIS EM LIQUIDACAO - ANCORA";"555842";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"04413344000183";"INSTITUTO BRASILEIRO PARA PROMOCAO DA PARTICIPACAO E DO DESENVOLVIMENTO(INSTITUTO PARTICIPE)";"752246";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"02378205000130";"ASSOCIACAO RECREATIVA, DESPORTIVA E CULTURAL DO RECANTO DAS EMAS";"525945";"Ministério do Esporte - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01872322000193";"COOPERATIVA MISTA DOS PRODUTORES RURAIS DE MANACAPURU LTDA";"332333";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05395644000140";"INSTITUTO DE FORMACAO E COOPERACAO PARA O DESENVOLVIMENTO SUSTENTAVEL - TERRITORIUM";"648489";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"06002850000105";"ASSOCIACAO DO ASSENTAMENTO SENHORA SANTANA - AASSESAN - PARNAMIRIM-PE";"509102";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"08046440000191";"COMISSAO ESTADUAL DE GESTORES DE CULTURA DO RIO DE JANEIRO - COMCULTURA/RJ";"736981";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"08046440000191";"COMISSAO ESTADUAL DE GESTORES DE CULTURA DO RIO DE JANEIRO - COMCULTURA/RJ";"701209";"Ministério da Cultura - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"05741955000113";"COOPERATIVA DOS TECNICOS E MULTIPROFISSIONAIS EM AGROPECUARIA";"648071";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"02650559000192";"MOVIMENTO D ELLAS";"707596";"Ministério das Mulheres - Unidades com vínculo direto";"MOTIVO NÃO ESPECIFICADO"
"07226065000107";"INSTITUTO NACIONAL AMERICA";"752159";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"INSCRICAO POR DECISAO DO T.C.U."
"36541076000171";"ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MANGARATIBA";"375124";"Ministério da Educação - Unidades com vínculo direto";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05096883000107";"INSTITUTO ALBANISA SARASATE";"736656";"Ministério do Turismo - Unidades com vínculo direto";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"03433337000180";"CENTRO DE EDUCACAO PROFISSIONAL DE SAO JOAO DA BOA VISTA - CEPRO";"580228";"Ministério da Educação - Unidades com vínculo direto";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
